算盘,abacus
 预定  ,ordered
 9月  ,Sept
 指示  ,instructions
 等候  ,await
 当地  ,native
 注册  ,enrolling
 学习  ,studied
 研究  ,researched
 氰化物  ,cyanide
 化合物  ,compounds
 沟通  ,communicated
 拘留  ,detention
 自由  ,Liberties
 合宪性  ,constitutionality
 充电  ,charging
 挑战  ,challenged
 宪法  ,constitutional
 眼泪汪汪  ,tearful
 惩罚  ,punished
 忠告  ,counsel
 判刑  ,sentencing
 委员会  ,commissions
 适合  ,suited
 法院  ,courts
 批评  ,criticizing
 crapshoot  ,crapshoot
 胡乱地  ,wildly
 变化  ,varying
 到达  ,arrive
 战士  ,warriors
 姿势  ,poses
 头羊  ,bellwether
 仅仅  ,merely
 教室  ,classroom
 公民  ,civics
 学生  ,student
 恰当地  ,correctly
 州长  ,gubernatorial
 计数  ,counts
 尊敬  ,honored
 认出  ,recognize
 成功  ,successful
 计算机  ,computers
 幼稚园  ,kindergarten
 参与  ,Participation
 变苍白  ,paled
 比较  ,comparison
 殴打  ,trounced
 比赛  ,contests
 票  ,ticket
 反映  ,mirrored
 避风港  ,havens
 操作  ,operate
 按  ,Pressing
 山  ,Mountains
 追求  ,Pursuit
 最近  ,recently
 能得到  ,gettable
 公开地  ,publicly
 翻倒  ,upset
 主人  ,hosts
 加宽  ,widening
 长期  ,longtime
 根源  ,rooting
 问  ,questioning
 出现  ,appearances
 意欲  ,intended
 安慰  ,soothe
 委屈  ,grievances
 民主  ,democracies
 Theshiftintone口气cameafterameetingwith与University大学studentsinwhich哪些sheexpressed表达regretabout关于pastinjustices不公道intheAmerican美国-Pakistani巴基斯坦relationship关系， aswellasabout关于thedisputed争执American美国presidential大統領election選挙in2000， which哪些shesaidshowedthatalldemocracieswere是flawed。  ,Theshiftintone口气cameafterameetingwith与University大学studentsinwhich哪些sheexpressed表达regretabout关于pastinjustices不公道intheAmerican美国-Pakistani巴基斯坦relationship关系,aswellasabout关于thedisputed争执American美国presidential大統領election選挙in2000,which哪些shesaidshowedthatalldemocracieswere是flawed.
 Theshiftintone口气cameafterameetingwith与University大学studentsinwhich哪些sheexpressed表达regretabout关于pastinjustices不公道intheAmerican美国-Pakistani巴基斯坦relationship关系， aswellasabout关于thedisputed争执American美国presidential大統領election選挙in2000， which哪些shesaidshowedthatalldemocracieswere是flawed。  ,Theshiftintone口气cameafterameetingwith与University大学studentsinwhich哪些sheexpressed表达regretabout关于pastinjustices不公道intheAmerican美国-Pakistani巴基斯坦relationship关系,aswellasabout关于thedisputed争执American美国presidential大統領election選挙in2000,which哪些shesaidshowedthatalldemocracieswere是flawed.
 民主  ,democracies
 很少  ,Rarely
 面无笑容  ,unsmiling
 不正常  ,dysfunctional
 背叛  ,betrayals
 误解  ,misunderstandings
 记叙文  ,narrative
 非法地  ,illegally
 更加健康  ,healthier
 上下文  ,context
 说服  ,persuade
 地区  ,regions
 提到  ,referring
 举办  ,conducting
 主张  ,assertion
 听起来  ,sounded
 外交官  ,diplomat
 婚姻  ,marriage
 安慰  ,soothing
 呻吟  ,groaned
 俄语  ,Russian
 莫斯科  ,Moscow
 热心  ,enthusiastic
 站立  ,standing
 矛  ,spears
 预定  ,ordering
 从事  ,waging
 位置  ,position
 遗憾  ,regret
 旅行  ,traveling
 庄严  ,majestic
 汽车队  ,motorcade
 关闭  ,shutting
 游览  ,tour
 被拘留者  ,detainees
 毁灭性  ,ruinous
 阴险地  ,insidiously
 易怒  ,feisty
 买卖人  ,businesspeople
 收集  ,collecting
 合作  ,partnership
 听  ,Listening
 耐心地  ,patiently
 连祷  ,litany
 演讲人  ,Speaker
 校正  ,revised
 脚步  ,footsteps
 社会  ,Social
 尝试  ,Attempts
 图表  ,graphics
 官僚  ,bureaucracies
 远足  ,hikes
 命令  ,mandates
 抱怨  ,complained
 击穿  ,staved
 苦恼  ,fretted
 最锋利  ,sharpest
 支援  ,supportive
 遏制  ,containment
 委员会  ,committees
 搏斗  ,wrestling
 钉  ,pegging
 减少  ,diminished
 赶过  ,outpace
 医疗补助  ,Medicaid
 一刈幅的草  ,swath
 更加伟大  ,greater
 变窄  ,narrowing
 给津贴  ,subsidizing
 收入  ,earning
 门限  ,thresholds
 工资单  ,payrolls
 超出  ,exceeds
 取消  ,revokes
 防止  ,prevents
 口袋  ,pocket
 放弃  ,waives
 预防  ,preventive
 勉强  ,reluctant
 滑车  ,tackle
 崩裂  ,cracking
 诉讼  ,lawsuits
 修补工作  ,mending
 直言  ,blunt
 出故障  ,failing
 表面  ,surface
 张力  ,strains
 秘密地  ,secretly
 拉合尔  ,Lahore
 反射  ,reflects
 躲避  ,evasion
 破坏  ,undermines
 听起来  ,sounding
 无外交策略  ,undiplomatic
 巴基斯坦人  ,Pakistanis
 喊叫  ,outcry
 插手  ,meddling
 反射  ,reflected
 衷心  ,heartfelt
 敏感性  ,sensitivity
 脆弱  ,fragility
 惊奇  ,surprising
 羽毛  ,feathers
 允诺  ,engaged
 恼怒  ,angry
 猛烈地  ,violently
 成熟  ,maturing
 公正  ,candor
 提倡者  ,advocates
 影响  ,affect
 直言地  ,bluntly
 认真  ,earnestness
 社论  ,editorial
 锻炼  ,exercise
 消毒  ,sanitized
 会议  ,meetings
 努力  ,strive
 组织  ,organisation
 轻松  ,relaxed
 过程  ,process
 方面  ,aspect
 适当地  ,properly
 宾馆  ,guesthouses
 前提  ,premises
 迫切地  ,urgently
 回顾  ,reviewed
 胜过  ,outweigh
 勇敢  ,brave
 产物  ,produce
 民主  ,democracy
 防备  ,precautionary
 阻止  ,deterred
 窘迫不安  ,rattled
 事业  ,ventures
 评估  ,assessments
 联盟  ,allied
 引起  ,generating
 黑手党  ,Mafia
 thugocracy  ,thugocracy
 操作  ,operates
 捐赠  ,donations
 走私  ,smuggling
 绑架  ,kidnapping
 步枪  ,rifles
 发射器  ,launchers
 即兴创作  ,improvised
 宣传  ,propaganda
 中断  ,interrupt
 计划  ,schemes
 居民  ,resident
 征税  ,taxation
 鸦片  ,poppy
 农夫  ,farmers
 卡车司机  ,truckers
 海洛因  ,heroin
 支出  ,payouts
 政府  ,governmental
 集中  ,concentrated
 演变  ,evolving
 焦点  ,focuses
 捐款人  ,donors
 蚀  ,eclipsed
 可开采  ,exploitable
 缺点  ,shortcomings
 疏远  ,alienate
 发现  ,finding
 成功  ,succeed
 Pashtun  ,Pashtun
 制造商  ,maker
 屏幕  ,screens
 敌手  ,rivals
 加强  ,strengthening
 外型  ,outlook
 正面  ,positive
 电子  ,Electronics
 坚实  ,solid
 欣赏  ,appreciation
 超出  ,exceeding
 巩固  ,Consolidated
 对  ,versus
 下拍  ,downbeat
 索引  ,indexes
 遭受  ,suffer
 会议  ,sessions
 尖锐  ,sharply
 滑  ,slid
 报告  ,Reporting
 价格  ,prices
 最大  ,biggest
 拉为平手  ,pullback
 工业  ,industrial
 滑  ,sliding
 经历  ,fared
 更小  ,smaller
 陷落  ,slumped
 卖  ,selling
 股票  ,Stocks
 衰退  ,ebbing
 Goldman  ,Goldman
 焦虑  ,jitters
 按年计算  ,annualized
 收入  ,earnings
 资产  ,equities
 唠叨  ,nagged
 年久失修的机器  ,clunkers
 远景  ,prospects
 赢利  ,profits
 迅速上升  ,rocketed
 蒸发  ,evaporate
 套  ,wrap
 生产商  ,producers
 高飞  ,highflying
 下沉了  ,sank
 巴西  ,Brazilian
 韩国语  ,Korean
 反弹  ,rebound
 美钞  ,greenback
 unglued  ,unglued
 反感  ,dislike
 难倒  ,baffled
 威胁  ,threatening
 额前蓬乱的一绺头发  ,cowlick
 Octomom  ,Octomom
 保持  ,remaining
 精美地  ,delicately
 奴才  ,MINIONS
 温和地  ,mildly
 有同情心  ,sympathetic
 巢  ,nests
 谈话  ,talked
 离线  ,offline
 万圣节  ,Halloween
 尊敬  ,homages
 主题  ,themed
 通常  ,usually
 对应  ,corresponding
 旅团  ,brigade
 咯咯笑  ,chortling
 嘲笑  ,ridicule
 嘲笑  ,ridiculed
 完全  ,totally
 更强  ,stronger
 外观  ,getups
 闪光金属片  ,sequined
 海岸  ,Coast
 进行中  ,underway
 军团  ,Corps
 眼镜蛇  ,Cobra
 火球  ,fireball
 卫兵  ,Guard
 最初  ,Originally
 分类  ,classified
 交通  ,traffic
 猛烈  ,drastic
 市场  ,marketplace
 弱点  ,weakness
 弱点  ,weakness
 弱点  ,weakness
 毁坏  ,destroying
 非常  ,deadly
 坦克  ,tank
 飞机推迟起飞  ,pushback
 咬边  ,undercut
 曝光  ,expose
 死亡  ,death
 延伸  ,extends
 剥夺  ,deprive
 停止  ,stopping
 发笑  ,amusing
 帮助  ,helped
 可控诉  ,actionable
 自由意志论者  ,libertarian
 回吹  ,blowback
 比作  ,likened
 大黄蜂  ,hornet
 缺席  ,absence
 部落  ,tribes
 热忱地  ,zealously
 侵略者  ,invaders
 不同意  ,disagreed
 果断地  ,decisively
 建议  ,suggestion
 减少  ,reductions
 证明  ,proof
 华丽  ,flourishes
 授予  ,granting
 Corp  ,Corp
 手机  ,cellphone
 整理  ,trimmed
 瑞典  ,Sweden
 跟斗  ,tumble
 缺乏  ,lacked
 smartphone  ,smartphone
 黑莓  ,Blackberry
 排列  ,ranked
 获取  ,gaining
 胜过  ,outperforming
 分索引  ,subindex
 传染  ,infected
 演算  ,calculation
 出版物  ,publication
 提供  ,provided
 涌现  ,emerged
 制造商  ,manufacturer
 瑞士  ,Switzerland
 胶囊  ,capsules
 驱散  ,scattered
 短缺  ,shortages
 药房  ,pharmacies
 糖浆  ,syrup
 妇女  ,women
 参观  ,visited
 发行  ,releases
 成为  ,becoming
 埋没  ,buried
 杂货  ,grocery
 医生  ,doctor
 烧  ,burnt
 Sararogha  ,Sararogha
 围拢  ,surrounded
 刮  ,shaving
 乳房  ,Breast
 巨蟹星座  ,Cancer
 毛茸  ,furry
 贡献  ,contributions
 他们自己  ,themselves
 愈合  ,healing
 处方  ,prescriptions
 宠物  ,pets
 传染  ,infect
 系统  ,systems
 事例  ,instance
 角色  ,role
 化学制品  ,chemicals
 外形  ,profiles
 癌症  ,cancers
 折磨  ,afflict
 察觉  ,spotted
 物理  ,physical
 观看  ,watching
 膨胀  ,swelling
 前进  ,advance
 临床  ,clinical
 生物  ,biological
 相似性  ,similarities
 一千  ,thousand
 磅  ,pounds
 金属  ,metal
 桥梁  ,Bridge
 通勤者  ,commuters
 振动  ,vibrations
 司机  ,drivers
 恶化  ,worsened
 风暴  ,windstorm
 标尺  ,rods
 Caltrans  ,Caltrans
 修理  ,repairs
 再开  ,reopen
 不合格  ,failed
 结构  ,structural
 安装  ,installed
 修理  ,repair
 裂缝  ,crack
 破碎  ,fractured
 注意  ,noticed
 修改  ,modifications
 贡献  ,contributing
 因素  ,factor
 相当  ,fairly
 旅行  ,traveled
 地铁  ,subway
 公共交通工具乘客  ,ridership
 驾驶人  ,motorists
 桥梁  ,bridges
 容纳  ,accommodate
 地震  ,earthquake
 eyebar  ,eyebar
 构想  ,devised
 超出  ,exceeded
 破裂  ,cracked
 完全地  ,completely
 破裂  ,fractures
 崩溃  ,collapses
 检查  ,inspected
 细线  ,hairline
 镇压  ,cracks
 连接  ,connections
 拖拉机  ,tractor
 拖车  ,trailers
 拖车  ,trailers
 拖拉机  ,tractor
 装货  ,loading
 观点  ,opinion
 危险  ,danger
 发生  ,occurrences
 片断  ,pieces
 落  ,falling
 警告  ,warning
 佩带  ,wearing
 安徒生  ,Anderson
 弗朗西斯科  ,Francisco
 Newsom  ,Newsom
 候选资格  ,candidacy
 嘲弄  ,derided
 责任  ,responsibilities
 认购  ,underwrite
 背书  ,endorsements
 困窘  ,embarrass
 急件  ,dispatches
 持续不断地  ,incessantly
 电子  ,electronic
 翻译  ,translated
 保持  ,remained
 筹款  ,fundraising
 不成功  ,unsuccessful
 打嗝声  ,hiccup
 指挥  ,directed
 市长  ,mayoral
 边线  ,sidelines
 竞争者  ,contender
 萨加门多  ,Sacramento
 无光泽  ,lackluster
 德黑兰  ,Tehran
 方向性  ,directive
 uranium铀，  ,uranium铀,
 uranium铀，  ,uranium铀,
 部分  ,portion
 公报  ,communique
 义务  ,obligations
 转动  ,rotating
 把戏  ,tricks
 丰富  ,enriching
 原子  ,Atomic
 相信  ,credited
 代表  ,represent
 做广告  ,advertised
 迷惑  ,bewildering
 代表  ,represents
 授予  ,awarded
 解答  ,Solutions
 弹药  ,ammunition
 局限  ,limitations
 Teletech  ,Teletech
 数字式  ,digital
 有毛病  ,faulty
 印第安纳  ,Indiana
 威斯康辛  ,Wisconsin
 饶恕  ,spared
 临时解雇  ,layoffs
 北部  ,upstate
 代理人  ,proxy
 蜇  ,stinging
 采摘  ,picking
 帐篷  ,tent
 意识形态上  ,ideologically
 Quinnipiac  ,Quinnipiac
 空置  ,vacant
 记住  ,mindful
 投票  ,voted
 拒绝  ,refused
 比赛  ,contest
 celebre  ,celebre
 在全国范围内  ,nationwide
 迷路  ,strayed
 观看  ,viewed
 原野  ,wilderness
 教条  ,doctrine
 弄脏  ,blurring
 党  ,parties
 签名  ,endorsed
 上司  ,bosses
 断开  ,disconnect
 共鸣  ,resonate
 草  ,grass
 根  ,roots
 坚持  ,insisting
 十字架  ,cross
 摇摆  ,swing
 议员  ,congressman
 吸收  ,recruiting
 宽宏  ,liberal
 完善  ,perfect
 保持  ,remain
 革命  ,revolution
 牢骚  ,discontent
 基础  ,radicals
 创造  ,creating
 要求  ,demanded
 撤除  ,removal
 投票  ,voting
 电视播送  ,televised
 没有  ,without
 追随者  ,followers
 历史  ,history
 Corzine  ,Corzine
 排序  ,sorts
 敲  ,knock
 混乱  ,muddled
 了解  ,lured
 感觉  ,sense
 兴趣  ,interests
 了解  ,understands
 消息  ,messages
 发布  ,releasing
 建议  ,suggest
疲劳的,tired
炮击,bombardment
纵览,surveys
大使的职位,ambassadorship
残株,stump
念咒,chanting
尾板,tailgating
Found!,fairgrounds
Found!,Found!
Found!,Found!
Found!,fairgrounds
当临时保姆,babysitting
理想的中产阶级都市,Middletown
受到驱策的,driven
[英](独腿者乘坐的)有衬垫的马鞍,Somerset
锉(文件的整理汇集),filing
(pl.)财源,finances
信用,credit
改组,reorganization
债务,liabilities
铺设,paves
负担,burden
借贷,lending
因子分解,factoring
系统规定参数,constraints
存款,Deposit
帮助,assisting
机能,functioning
援救,rescued
商人,merchant
岛屿,Islands
中途的,halfway
信号,signal
拖捞船,trawler
翻覆,capsize
防务,Defence
台湾的,Taiwanese
先锋,Pioneer
截取,intercepted
演练,drilling
渗漏(渗滤,leaking
贸易,traded
抽吸(脉动,pumping
平台,platform
无变化的,unchanged
装甲的,mailed
有希望的,hopeful
燃料,fuelling
浓缩物,condensate
渗出,seeping
海底,seabed
海豚,dolphins
海龟,turtles
驼背,humpback
鲸,whales
打听,inquiry
塞子,plug
溢出,spill
拙劣地工作,bungled
枪管,barrels
海的,Maritime
大洋洲,Australasia
截取,intercepting
厘米,centimeter
直径,diameter
钢,steel
井,well
达尔文,Darwin
金伯利,Kimberley
理查,Richard
观光事业,Tourism
持续的,sustaining
勒紧,tighten
玫瑰,rose
收益,gains
上紧,Tightening
知道的,aware
不确定,uncertainties
接合,juncture
稳定化,stabilization
冲击,Surging
助推,boosting
购买,purchases
汽车公司证券,Motors
汽车制造者,automaker
两倍,doubled
匈牙利的首都,Budapest
男子名,George
十八,Eighteen
定做的,Customs
回答,responded
沉没,sinking
船只,vessels
在船上,aboard
派出的,dispatched
安德鲁,Andrew
同伴,associate
分子的,molecular
微生物学,microbiology
免疫学,immunology
曾获1929年诺贝尔生理学-医学奖),Hopkins
巴尔的摩,Baltimore
一定的,certain
浅的,shallow
极度的,extreme
使不活动,inactivated
韩国,Korea
平壤,Pyongyang
多边的,multilateral
引用,citing
澄清,clarified
放弃,abandoning
软化,softening
已被占的,occupied
依赖,depending
双边的,bilateral
使非核武器化,denuclearization
斯蒂芬（男子名）,Stephen
不能想的,unthinkable
解除武装,disarm
磋商者,negotiator
实际的,practical
会计,Treasurer
韦恩（男子名）,Wayne
天鹅,Swan
更快的,faster
改进,mend
商业,trading
投资,invest
颠倒,reversed
信号,signaled
预言,prediction
加重的,weighted
马刺,spurring
台风,Typhoon
乍见陆地,landfall
使...弱,weaken
西贡,Saigon
分裂的,disrupting
扭住,tackling
应用的,applied
保证的,assuring
母乳喂养,breastfeeding
营养,nutrition
减少,reducing
预防,Preventing
触发器装置,triggers
肺炎球菌,pneumococcus
轮状病毒,rotavirus
锌,zinc
痢疾,diarrhea
辉瑞,Pfizer
结盟,Alliance
斑驳的,patchy
通常,routinely
成对的,coupled
分派,allocate
受恐吓的,frightened
路德教会的,Lutheran
必死的命运,mortality
任何地方都不,nowhere
流通,circulation
增大,swelled
世界上,globally
满意的,satisfying
预先考虑,anticipated
结实的,impacted
废物,refusing
不安,unease
入口,entrances
阿曼达,Amanda
奥尔德里奇,Aldridge
、细菌学家),Pasteur
诺华,Novartis
悬挂,suspension
形成,formulation
促进的,accelerating
较大地,significantly
稳定的,steady
计算法,noting
再想,rethinking
同样地,Likewise
使人沮丧的,frustrating
贮藏,hoarding
巨涌,surges
溢值,overflow
建议,recommends
确认,confirmation
滤过性毒菌的,viral
地方,localities
静脉的,intravenous
吸入,inhaled
可信任的,dependable
感染的,tainted
约翰,John
古巴,Cuba
被拘留者,detainee
挪威首都奥斯陆的旧称,Christie
克里斯,Chris
卡姆登,Camden
纽瓦克,Newark
掷钱,tossup
悉尼,SYDNEY
勇气,plucked
压,pressed
介绍,introduce
生产率,productivity
翻新,revamped
大拇指的指甲,thumbnail
事先查看,previews
雷鸟,Thunderbird
探测者,Explorer
的火狐浏览器,Firefox
传输,transfers
任务栏,taskbar
不屈曲的,inflexible
浓缩,concentrating
训练,discipline
集中的,centralized
储存体,storage
安排,arrange
不经思索的,automatically
将...减到最少,minimize
特种经纪人,specialists
杂乱,disorders
迅速,rapidity
转动,rolled
不复杂的,uncomplicated
哈佛大学,Harvard
监视,monitored
使...瘫痪,paralyzing
非常的,intense
裂]的,separating
小心,cautions
牛肉,beefed
拉瓦尔品第,RAWALPINDI
活着的,alive
压榨,squeezed
突击队,commando
突然袭击,raids
使卷入,embroiled
奖励,rewards
磅,pound
退休金,pensions
悲叹,wailing
资格,QUALIFICATIONS
能力,COMPETENCIES
Open url: http://dict.cn/en/search/?q=ETENCIES能力 -University大学degreeorabove failed.,ETENCIES能力-University大学degreeorabove
Open url: http://dict.cn/en/search/?q=ETENCIES能力 -University大学degreeorabove failed.,ETENCIES能力-University大学degreeorabove
中心的,centric
积极地,actively
表演者,performer
审计,Auditing
专门技能,knowhow
德国的,German
日本的,Japanese
分析的,Analytic
工作,WORK
工程,project
压倒性地,overwhelmingly
非官方的,Unofficial
败北,defeating
返回,returning
焦虑,angst
链钩,grabs
苦的,bitter
流产,abortion
刺,poking
对照,collated
祝贺,congratulate
迈克尔,Michael
商人,businessman
休斯顿,Houston
波士顿,Boston
匹兹堡,Pittsburgh
缅因,Maine
有孔的,pored
线索,clues
全部的,entire
强奸者,rapist
谋杀,murders
尸体,corpse
克利夫兰市,Cleveland
安东尼,Anthony
反向铲,backhoe
锯,saws
水桶,bucket
第十一,eleventh
勒死,strangled
验尸官,coroner
激怒,enraged
指发动机在阻风门关闭下运转,choked
绳索,cord
分解,decomposing
楼上的,upstairs
香肠,sausage
气味,odor
合作,cooperated
不知足的,insatiable
避免了,avoided
无私的,selfless
有裂纹的,flawed
露营,camps
部长,ministers
入会,initiated
皆不,Neither
冰雹,hailed
政治家,statesman
光荣的,honorable
阻流板,spoiler
边石,curbing
完成的,accomplished
准备,arrangements
固定,securing
胜利,victories
激动,excitement
激发,energized
期中的,midterm
集拢,Roundup
去职,Unseats
国家,nation
指挥的,commanding
意识形态的,ideological
Sweep的过去式,swept
缺席的,absent
战役,campaigned
克里斯多佛,Christopher
罗伯特,Robert
激烈,intensity
继续,continuation
参数,arguments
集会,rallied
道格拉斯,Douglas
主张,asserting
转向,veered
教条,dogma
强调,emphasize
