あいかわらず,相変わらず
てっぺい,撤兵
てんきょ,典拠
しきてん,式典
ほんだな,本店
よみせ,夜店
てんさく,添削
そえ,添え
そう,添う
てんしゅつ,転出
ころげる,転げる
でんじ,田地
きでん,貴殿
とのがた,殿方
としゅ,斗酒
ほくと,北斗
とけつ,吐血
しんと,信徒
つど,都度
とか,渡河
わたる,渡る
とふ,塗布
とそう,塗装
ぬり,塗り
ねばつち,粘土
あかつち,赤土
しゅせんど,守銭奴
はっと,法度
めいとう,名刀
とうき,冬季
えっとう,越冬
ふゆがれ,冬枯れ
てんとう,点灯
とうわく,当惑
とうか,投下
ぼうとう,暴投
みなげ,身投げ
なっとう,納豆
おおまめ,大豆
まめつぶ,豆粒
にまめ,煮豆
とうごく,東国
いとう,以東
しゅうとう,周到
とうひ,逃避
とうし,凍死
こおる,凍る
とうほん,唐本
とうとつ,唐突
からおり,唐織
とうみん,島民
とうげん,桃源
はくとう,白桃
おうとう,桜桃
ももいろ,桃色
うつ,討つ
とうしゃ,透写
すきま,透き間
ととう,徒党
とうじ,悼辞
あいとう,哀悼
いたむ,悼む
とうよう,盗用
とうすい,陶酔
しゃくとう,石塔
じょうとう,上棟
べつむね,別棟
むなぎ,棟木
とうじ,湯治
ぬるまゆ,微温湯
にえゆ,煮え湯
ゆみず,湯水
しゅとう,種痘
すいとう,水痘
とうだん,登壇
とうき,登記
とうじょう,登城
すいとう,水稲
すべる,統べる
おかぼ,陸稲
とうは,踏破
とうしゅう,踏襲
あしぶみ,足踏み
せいとう,製糖
としがしら,年頭
せんとう,船頭
おんど,音頭
あたまきん,頭金
はたがしら,旗頭
あたまうち,頭打ち
とうほん,謄本
とうしゃ,謄写
とうそう,闘争
とうし,闘志
たたかい,闘い
ぼうとう,暴騰
どうけつ,洞穴
どうさつ,洞察
ぼどう,母堂
どうしん,童心
わらべうた,童歌
しんとう,神道
じつどう,実働
どうき,銅器
どうぞう,銅像
いんとく,隠匿
とくそく,督促
とくれい,督励
とくぎ,徳義
とくよう,徳用
とくのう,篤農
きとく,危篤
こんとく,懇篤
どくやく,毒薬
どくだん,独断
とくほん,読本
おんどく,音読
とうてん,読点
とっぱん,凸版
とったん,突端
ちゅうとん,駐屯
とったん,突端
どんかく,鈍角
どんてん,曇天
くもる,曇る
うちうら,内裏
さんだい,参内
うちがわ,内側
うちき,内気
なんたん,南端
しなん,指南
なむ,南無
なんか,軟化
なんじゃく,軟弱
こうなん,硬軟
にくるい,肉類
にくうす,肉薄
にゅうえき,乳液
ちくび,乳首
にょうい,尿意
にょうそ,尿素
やにょうしょう,夜尿症
かいにん,懐妊
にんじゃ,忍者
ざんにん,残忍
しのぶ,忍ぶ
あんねい,安寧
ねつびょう,熱病
ほうねん,豊年
としご,年子
しんねん,信念
ねんえき,粘液
ねんちゃく,粘着
かねんせい,可燃性
ぼんのう,煩悩
もす,燃す
のうりょう,納涼
なや,納屋
なんど,納戸
こうのう,効能
のうぐ,農具
はじ,把持
はろう,波浪
はきゅう,波及
りゅうは,流派
げきは,撃破
やぶれ,破れ
はけん,覇権
はしゃ,覇者
せいは,制覇
じょうば,乗馬
まご,馬子
えま,絵馬
はいらい,拝礼
しゅくはい,祝杯
ぎんぱい,銀杯
ふくはい,腹背
うわぜい,上背
はいぞう,肺臓
はいかつりょう,肺活量
はいみ,俳味
こうはい,交配
やぶれる,敗れる
はいぶつ,廃物
すたる,廃る
どうはい,同輩
はいしゅつ,輩出
ばいひん,売品
ばいか,倍加
ばいえん,梅園
こうばい,紅梅
うめみ,梅見
うめしゅ,梅酒
ばいよう,培養
つちかう,培う
ばいせき,陪席
ばいしょく,陪食
ばいしん,陪審
ばいかい,媒介
くろしろ,黒白
しらかべ,白壁
しらむ,白む
がはく,画伯
いっぱく,一拍
ていはく,停泊
がいはく,外泊
とまる,泊まる
とめる,泊める
せっぱく,切迫
はくらい,舶来
はくしき,博識
はくらん,博覧
ばくろう,博労
ばくと,博徒
はくじょう,薄情
はくしゃ,薄謝
うすぎ,薄着
うすまる,薄まる
うすらぐ,薄らぐ
うすれる,薄れる
ばくしゅう,麦秋
せいばく,精麦
むぎこ,麦粉
こうばく,広漠
ほばく,捕縛
はこにわ,箱庭
こばこ,小箱
はたさく,畑作
はたけちがい,畑違い
むぎばたけ,麦畑
はだいろ,肌色
じはだ,地肌
やえ,八重
いはつ,衣鉢
とっぱつ,突発
はったん,発端
はっき,発起
とうはつ,頭髪
せいはつ,整髪
かみゆい,髪結い
せいばつ,征伐
さつばつ,殺伐
きぬけ,気抜け
てんばつ,天罰
もんばつ,門閥
ざいばつ,財閥
はばつ,派閥
そらす,反らす
かえる,反る
きょうはん,共犯
しんぱん,侵犯
はんそう,帆走
しゅっぱん,出帆
ほまえせん,帆前船
どうはん,同伴
ずいはん,随伴
ばんしょく,伴食
おおばん,大判
きゅうはん,急坂
さかみち,坂道
かんぱん,乾板
てっぱん,鉄板
いたまえ,板前
はんちょう,班長
せんぱん,先般
すいはん,炊飯
あかまんま,赤飯
いいぼ,飯粒
はんしゅつ,搬出
はんにゅう,搬入
ぼんのう,煩悩
うるさい,煩い
わずらわす,煩わす
はんか,頒価
しはん,師範
はんも,繁茂
はんしゅ,藩主
はいはん,廃藩
ばんか,晩夏
ばんこう,蛮行
ばんじん,蛮人
やばん,野蛮
むひ,無比
せいくらべ,背比べ
ひそう,皮相
じゅひ,樹皮
でんか,殿下
おうひ,王妃
あんぴ,安否
てきひ,適否
ひがん,彼岸
ひけん,披見
じきひ,直披
ひだい,肥大
しひ,施肥
こえる,肥える
こやす,肥やす
しもごえ,下肥
こやし,肥やし
ひきん,卑近
ひくつ,卑屈
ひげ,卑下
いやしむ,卑しむ
ひやく,飛躍
ゆうひ,雄飛
ひへい,疲弊
つからす,疲らす
ひめる,秘める
ひふく,被服
もんぴ,門扉
かいひ,開扉
ついえる,費える
ひめい,碑銘
せきひ,石碑
ひぎょう,罷業
ひめん,罷免
びこう,尾行
しゅび,首尾
まつび,末尾
おね,尾根
おかしら,尾頭
びさい,微細
すいび,衰微
びおん,鼻音
こばな,小鼻
ひっぷ,匹夫
ばひつ,馬匹
ぶんぴ,分泌
ひつりょく,筆力
もうひつ,毛筆
ふでさき,筆先
ひゃっか,百貨
ぜんしょ,全書
ひょうてん,氷点
ひょうざん,氷山
けっぴょう,結氷
ひさめ,氷雨
おもてもん,表門
うらうえ,裏表
こめだわら,米俵
ひょうけつ,票決
ひょうちゃく,漂着
ひょうはく,漂白
ひょうりゅう,漂流
しゅびょう,種苗
とうびょう,痘苗
なえぎ,苗木
びょうそく,秒速
すんびょう,寸秒
びょうこん,病根
そびょう,素描
てんびょう,点描
ひんぴょう,品評
かいひん,海浜
すなはま,砂浜
ひんぷ,貧富
せいひん,清貧
ひんかく,賓客
しゅひん,主賓
らいひん,来賓
ひんぱつ,頻発
びんそく,敏速
きびん,機敏
のうふ,農夫
ぼんぷ,凡夫
ふじん,布陣
めんぷ,綿布
きれじ,布地
ぬのめ,布目
ふじょ,扶助
ふいく,扶育
ふけん,府県
しゅふ,首府
こわがる,怖がる
ふぞく,附属
きふ,寄附
ふはく,浮薄
うきよえ,浮世絵
うき,浮き
おんぷ,音符
ふきょう,富強
ひんぷ,貧富
ふうき,富貴
ちんぷ,陳腐
ふしん,腐心
ぶえき,賦役
かんぷ,完膚
しきいし,敷石
てんぷ,天賦
ねんぷ,年譜
けいぶ,軽侮
あなずる,侮る
ぶんぶ,文武
むさ,武者
ふうしょ,封書
みっぷう,密封
そほう,素封
ふうりょく,風力
ちゅうぶ,中風
ふくせん,伏線
せいふく,正副
ふくいん,幅員
しんぷく,振幅
ぜんぷく,全幅
ほうふく,報復
はらげい,腹芸
ふくあん,腹案
ふくとく,福徳
ふってい,払底
くつがえる,覆る
ふってん,沸点
しゃふつ,煮沸
しんもつ,進物
ふんしょく,粉飾
こなゆき,粉雪
ないふん,内紛
ふんぼ,墳墓
ぎふん,義憤
はっぷん,発憤
ふんぱつ,奮発
ふんどう,分銅
ちょうもん,聴聞
へいごう,併合
ひらて,平手
おうへい,横柄
みがら,身柄
ひへい,疲弊
べいか,米価
しんまい,新米
へきめん,壁面
かべつち,壁土
びょうへき,病癖
だんぺん,断片
きしべ,岸辺
へんれい,返礼
べんがく,勉学
ほうかい,抱懐
ほうしょう,褒章
かほう,過褒
ぼうめい,亡命
もうじゃ,亡者
たいぼう,耐乏
ぼうねんかい,忘年会
びぼう,備忘
ぼうび,防備
どくぼう,独房
そうぼう,僧房
ちぶさ,乳房
ぼうこく,某国
ぼうしょ,某所
かんぼう,感冒
こんぼう,混紡
ぼうきょう,望郷
むぼう,無謀
すみえ,墨絵
まっしょう,抹消
みわく,魅惑
みゃくらく,脈絡
みょうあん,妙案
あんみん,安眠
ねむけ,眠気
はつゆめ,初夢
のうむ,濃霧
きりぶえ,霧笛
きりあめ,霧雨
とうみょう,灯明
こうみょう,光明
ほうべん,放免
はんも,繁茂
ゆうげん,有限
じょちょう,助長
原来,もともと
じゅんしゅ,順守
のうみつ,濃密
せすじ,背筋
かどう,稼動
ゆうがく,遊楽
ゆうはつ,誘発
じょせい,助成
はっしん,発進
すいこう,推敲
こんにゅう,混入
げんめい,言明
きょくりょく,極力
めど,目処
るいけい,累計
けいほう,警報
えんご,援護
めのまえ,目の前
Ceremony,セレモニー
えいち,叡智
Slideshow,スライドショー
Slide,スライド
Place,プレース
Holder,ホルダ
Canvas,キャンバス
Font,フォント
わりつけ,割り付け
そろえ,揃え
Ruler,ルーラー
Indent,インデント
ぎょうとう,行頭
たてがき,縦書き
Grid,グリッド
Footer,フッター
Instructor,インストラクター
いっぱい,一杯
无法,にたえない
めんみつ,綿密
ていこく,定刻
くるい,狂い
じょうしゅう,常習
だつごく,脱獄
しゅぼう,首謀
せいこう,性交
ふげん,不言
ようじんぼう,用心棒
こんせき,痕跡
おおかぜ,大風
ほくぶ,北部
えんすいけい,円錐形
たんさんえん,炭酸塩
そうせん,操船
きまぐれ,気紛れ
そうざい,総菜
そうざい,惣菜
糟糕,めろめろ
さぶん,差分
そうせき,漱石
なつめ,夏目
きょうぼう,狂暴
しんちょく,進捗
こうみゃく,鉱脈
じれい,辞令
对开纸,フォリオ
Segment,セグメント
けいさい,荊妻
ぞくせい,族生
そきゃく,阻却
そくしん,測深
そうてい,漕艇
しんちょ,新著
たけなか,竹中
けいおう,慶応
こいずみ,小泉
急躁,イライラ
させ,佐瀬
夜场,ナイター
いっぽん,一本
せいろん,正論
かけひき,駆け引き
いしはら,石原
ごうご,豪語
ぜんしょく,前職
ひらや,平屋
うっぷん,鬱憤
汽车停止到前进400米所需时间,ゼロヨン
かんそう,完走
Panorama,パノラマ
Location,ロケーション
すずかぜ,涼風
Essence,エッセンス
つるた,鶴田
过于,あまりに
めざましい,目覚ましい
きんきょう,近況
Major,メジャー
ふかん,俯瞰
粗略地,ざっと
きへい,騎兵
ろうへい,老兵
そっけ,素っ気
Bottleneck,ボトルネック
はいか,配下
ちょっか,直下
Cookie,クッキー
はんべつ,判別
かき,下記
いちどく,一読
つかい,遣い
哥们话,タメ口
へんしん,返信
ぜんい,善意
ぐろう,愚弄
所以,ゆえに
かかりちょう,係長
ごとう,後藤
Variation,バリエーション
越做越..,すればするほど
たいがん,対岸
きゅうきょ,急遽
そあん,素案
いきぎれ,息切れ
がいけん,外見
かるいざわ,軽井沢
じきでん,直伝
Announce,アナウンス
かぶ,下部
Logon,ログオン
Balloon,バルーン
しゅどう,手動
るいせき,累積
Intelligence,インテリジェンス
Pack,パック
けいり,経理
Schedule,スケジュール
Potential,ポテンシャル
たんか,単価
もとまち,元町
けいきゅう,京急
こすぎ,小杉
にくへん,肉片
そくし,即死
ごき,語気
ながおかきょう,長岡京
べいしゅう,米州
Magnitude,マグニチュード
ちゅうとう,中東
げんあん,原案
みきもと,御木本
とらえる,捉える
Ferry,フェリー
せと,瀬戸
けっとう,血糖
かんのう,堪能
えいい,鋭意
はっこう,発効
しょうずる,生ずる
ひやみず,冷水
ぼうそう,妄想
かいこう,開校
しきじ,識字
卡塔尔,カタール
Conference,カンファレンス
ひきかえ,引き替え
みうり,身売り
だしん,打診
てがき,手描き
好好的,きちんと
さしひかえ,差し控え
のちほど,後ほど
Garbage,ガベージ
こんざい,混在
えきいん,駅員
むきず,無傷
ふせ,布施
ようしょく,養殖
しゅうがく,就学
しゅじ,主事
ぼうそう,房総
しょうか,昇華
めんえき,免疫
酸奶,ヨーグルト
やすだ,安田
Challenge,チャレンジ
しんきん,心筋
こうそく,梗塞
こんき,今季
かいそく,快速
ころもがえ,衣替え
ぶにん,無人
あいしゃ,愛車
ばしょう,芭蕉
ほくげん,北限
きさかた,象潟
しょうほう,商法
じゃくおん,弱音
せんめん,扇面
ばいぞう,倍増
どうてん,動転
ふみこみ,踏み込み
へんのう,返納
ふよう,浮揚
けんかだい,献花台
かんち,感知
Sensor,センサー
ぼくとう,木刀
ないじょう,内情
どんき,鈍器
ほそみ,細身
のうぜい,納税
かりち,借地
くちぐせ,口癖
きばこ,木箱
かなあみ,金網
Fence,フェンス
せきがいせん,赤外線
あしゅら,阿修羅
さんりん,三輪
そうけん,創建
かんちょう,館長
ながさわ,長沢
こくほう,国宝
しゃたい,車体
にしがわ,西側
せいふん,製粉
Anthology,アンソロジー
うわまき,上巻
げかん,下巻
里约热内卢,リオデジャネイロ
Radar,レーダー
りりく,離陸
Airbus,エアバス
Alarm,アラーム
President,プレジデント
路透社,ロイター
かねつ,過熱
らくらい,落雷
Spoke,スポーク
Spread,スプレッド
ちゅうせい,忠誠
ざんがい,残骸
Incomegain,ｲﾝｶﾑｹﾞｲﾝ
じょしょう,序章
Thomson,トムソン
饥饿,ハンガー
いし,遺志
かくに,角煮
ひらやま,平山
Greenwich,グリニッジ
どうじつ,同日
きえい,機影
どうき,同機
ふっこく,仏国
Fernando,フェルナンド
かいかん,開館
びしょく,美食
あかはた,赤旗
うれすじ,売れ筋
りんこう,臨港
こうかん,公館
そんげん,尊厳
じはん,自販
正好,きっちり
いんねん,因縁
不久,やがて
顺便,がてら
あつみ,渥美
しゃだん,社団
みずまし,水増し
みんぽう,民法
じょうむ,常務
おくやま,奥山
即使,といえども
虽然,とはいえ
满,たっぷり
ねっせん,熱戦
Dover,ドーバー
Normandie,ノルマンディー
Daily,デーリー
ぐんき,軍機
てんどう,天堂
ねんしょ,年初
Picture,ピクチャー
Gallery,ギャラリー
しせん,四川
きょうりょう,橋梁
ぎょうよう,業容
やまぐち,山口
かわそえ,川副
自助餐,バイキング
丙烷气,プロパンガス
Front,フロント
たちいり,立ち入り
さいけつ,採血
しょうにゅうどう,鍾乳洞
さよく,左翼
けんいん,牽引
断.然,すっぱり
严.实,すっぽり
ひろく,秘録
Roast,ロースト
凉茶,ハーブティー
ろしゅつ,露出
びき,美肌
つつい,筒井
きょしき,挙式
かくしき,格式
Symposium,シンポジウム
